statename,rank,hs6,val2013,val2014,val2015,val2016,valAll
Nevada,16,220890,111.02,117.58,128.83,116.85,474.28
Nevada,17,847130,246.47,206.82,118.9,109.97,682.16
Nevada,18,852351,6.75,9.54,10.39,105.06,131.74
Nevada,19,851762,18.29,63.7,54.44,83.61,220.04
Nevada,20,854232,96.99,111.56,53.75,80.42,342.72
Nevada,21,847989,6.95,12.37,9.81,80.31,109.44
Nevada,22,847170,16.85,14.39,13.31,76.68,121.23
Nevada,23,851822,56.55,35.02,65.43,75.32,232.32
Nevada,24,850440,76.5,73.64,60.09,71.81,282.04
Nevada,25,401120,35.69,43.32,59.08,53.56,191.65
New York,0,0,129749.76,134674.79,133091.06,130072.2,527587.81
New York,0,25,46375.15,48884.67,48927.02,52246.01,196432.85
New York,1,710239,20811.3,22085.02,21500.31,21616.9,86013.53
New York,2,710812,2449.73,3359.14,1998.27,5747.96,13555.1
New York,3,970110,4928.33,4696.45,6650.38,5197.14,21472.3
New York,4,711319,2456.95,2594.05,2824.98,3530.65,11406.63
New York,5,711590,876.24,883.52,1315.03,1414.85,4489.64
New York,6,271121,2497.65,2857.68,1636.85,1184.64,8176.82
New York,7,710391,834.79,1043.93,1014.8,1075,3968.52
New York,8,710691,1147.58,1044.06,1048.76,916.76,4157.16
New York,9,880240,622.39,570.65,842.64,833.71,2869.39
New York,10,970300,746.1,843.57,801.68,832.81,3224.16
New York,11,970600,910.92,898.46,873.42,829.33,3512.13
New York,12,220421,929.23,978.35,924.44,825.58,3657.6
New York,13,611020,1032.61,942.52,862.49,806.08,3643.7
New York,14,611030,540.1,721.57,877.07,780.06,2918.8
New York,15,710231,523.86,526.57,296.79,752.97,2100.19
New York,16,300490,497.03,801.83,918.26,737.7,2954.82
New York,17,910221,529.58,571.2,617.74,696.89,2415.41
New York,18,220820,300.61,290.18,333.73,599.86,1524.38
New York,19,620462,795.77,631.77,579.21,583.95,2590.7
New York,20,330300,551.93,592.75,553.97,567.55,2266.2
New York,21,710813,16.72,27.18,65.36,562.16,671.42
New York,22,620342,760.42,634.3,590.11,552.77,2537.6
New York,23,711890,868.79,633.64,587.98,549.83,2640.24
New York,24,870323,182.05,58.76,648.48,534.22,1423.51
New York,25,271600,564.47,597.5,564.26,516.64,2242.87
Ohio,0,0,66418.9,70387.09,68910.88,64263.91,269980.78
Ohio,0,25,20654.89,22395.06,20752.8,18994.13,82796.88
Ohio,1,300490,1103.39,1622.79,2499.78,3110.18,8336.14
Ohio,2,841191,1089.56,1143.4,1484.03,1498.23,5215.22
Ohio,3,300440,1118.86,1953.77,2003.09,1395.63,6471.35
Ohio,4,870829,966.11,1297.97,1227.74,1166.53,4658.35
Ohio,5,870899,1147.03,1104.72,1067.01,1007.85,4326.61
Ohio,6,840991,631.81,649.91,805.78,891.72,2979.22
Ohio,7,901890,735.91,768.62,792.69,839.24,3136.46
Ohio,8,621210,679.36,621,723.12,782.24,2805.72
Ohio,9,870840,1471.34,1222.93,1115.82,714.41,4524.5
Ohio,10,880230,178,332.8,643.88,664.35,1819.03
Ohio,11,293499,734.49,1060.69,514.78,645.22,2955.18
Ohio,12,611020,718.16,639.18,629.42,574.57,2561.33
Ohio,13,880240,169.84,597.26,702.87,573.73,2043.7
Ohio,14,270900,6507.33,5406.32,2018.88,560.37,14492.9
Ohio,15,710812,107.7,266.63,286.86,517.84,1179.03
Ohio,16,854430,448.88,470.46,579.74,514.65,2013.73
Ohio,17,940190,326.22,437.56,465.86,477.54,1707.18
Ohio,18,853710,488.42,535.85,532.88,477.34,2034.49
Ohio,19,401110,400.61,502.07,495.72,391.14,1789.54
Ohio,20,620462,449.73,412.54,405.59,383.29,1651.15
Ohio,21,720110,299.77,489.58,490.26,382.77,1662.38
Ohio,22,852580,17.3,16.13,169.11,379.35,581.89
Ohio,23,870850,439.33,339.31,436.03,360.26,1574.93
Ohio,24,611030,257.69,307.16,371.98,352.67,1289.5
Ohio,25,841480,168.04,196.43,289.89,333.03,987.39
Oklahoma,0,0,12382.69,13626.04,11015.13,8487.35,45511.21
Oklahoma,0,25,7003.56,7777.66,5701.64,3782.88,24265.74
Oklahoma,1,270900,4684.99,5199.26,3468.3,1643.2,14995.75
Oklahoma,2,847170,408.3,380.99,307.29,165.15,1261.73
Oklahoma,3,850300,29.47,37.85,20.52,164.86,252.7
Oklahoma,4,880330,236.15,198.54,175.66,157.6,767.95
Oklahoma,5,293499,0.26,19.24,30.33,125.09,174.92
Oklahoma,6,852351,0.42,0.17,0.53,121.69,122.81
Oklahoma,7,841391,185.83,268.66,262.7,119.36,836.55
Oklahoma,8,950510,95.16,109.23,111.76,109.22,425.37
Oklahoma,9,841112,61.21,71.29,69.01,102.99,304.5
Oklahoma,10,870880,113.93,131.7,115.48,102.73,463.84
Oklahoma,11,870120,134.69,103.61,111.59,101.95,451.84
Oklahoma,12,262099,145.06,133.38,82.16,100.9,461.5
Oklahoma,13,901480,79.81,80.33,92.48,80.98,333.6
Oklahoma,14,851150,125.78,130.4,88.29,72.89,417.36
Oklahoma,15,847330,75.15,105.09,109.5,69.51,359.25
Oklahoma,16,848190,127.92,137.4,104.31,60.15,429.78
Oklahoma,17,853710,49,60.64,58.88,59.49,228.01
Oklahoma,18,841191,52.77,151.06,28.29,59.27,291.39
Oklahoma,19,841290,20.76,22.64,37.68,58.79,139.87
Oklahoma,20,852872,71.87,79.55,126.07,58.66,336.15
Oklahoma,21,830629,53.69,56.8,74.05,57.42,241.96
Oklahoma,22,940540,45.22,44.64,50.93,52.26,193.05
Oklahoma,23,620342,40.59,42.92,29.24,47.67,160.42
Oklahoma,24,670290,33.81,41.2,60.18,45.75,180.94
Oklahoma,25,848180,131.72,171.06,86.41,45.31,434.5
Oregon,0,0,14344.39,13796.93,14820.15,17596.28,60557.75
Oregon,0,25,5939.89,5118.99,5867.41,9097.38,26023.67
Oregon,1,854231,53.77,49.77,780.63,3337.71,4221.88
Oregon,2,870323,1180.39,1010.37,881.27,1025.56,4097.59
Oregon,3,848620,574.12,610.65,740.02,1005.62,2930.41
Oregon,4,870324,646.98,552.71,486.37,416.75,2102.81
Oregon,5,848690,298.38,177.61,316.95,405.65,1198.59
Oregon,6,440710,129.07,161.7,183.14,335.59,809.5
Oregon,7,870120,36.96,104.93,206.68,302.07,650.64
Oregon,8,310420,652.41,610.72,547.5,233.41,2044.04
Oregon,9,854140,69.3,165.79,81.6,232.54,549.23
Oregon,10,847330,256.47,208.82,218.79,184.69,868.77
Oregon,11,381800,113.12,102.82,191.72,163.67,571.33
Oregon,12,848640,73.73,60.17,91.73,135.37,361
Oregon,13,300210,4.17,6.06,29.44,128.78,168.45
Oregon,14,271600,18.64,14.71,77.22,128.12,238.69
Oregon,15,720712,373.97,479.41,231.1,122.64,1207.12
Oregon,16,903141,170.01,75.91,159.72,117.03,522.67
Oregon,17,870322,605.07,137.62,48.51,113.4,904.6
Oregon,18,441012,94.31,79.4,76.18,113.05,362.94
Oregon,19,401110,116.52,122.79,113.17,107.42,459.9
Oregon,20,854442,92.02,95.55,101.93,95.03,384.53
Oregon,21,847150,164.1,66.54,33.48,90.61,354.73
Oregon,22,870422,14.82,25.92,33.35,78.46,152.55
Oregon,23,440910,63.7,50.5,83.44,78.39,276.03
Oregon,24,850440,77.3,91.35,87.19,76.71,332.55
Oregon,25,440810,60.57,57.17,66.28,69.11,253.13
Pennsylvania,0,0,84939.71,83202.87,79755.83,77163.82,325062.23
Pennsylvania,0,25,40119.19,36400.06,34809.04,35550.28,146878.57
Pennsylvania,1,300490,7136.34,7558.17,9976.15,10612.79,35283.45
Pennsylvania,2,270900,14930.88,7935.79,3757.99,5956.86,32581.52
Pennsylvania,3,851712,3437.43,3674.11,4709.79,3783.87,15605.2
Pennsylvania,4,847130,3898.48,3533.75,3134.48,2243.2,12809.91
Pennsylvania,5,300210,320.5,1123.41,1254.91,1921.49,4620.31
Pennsylvania,6,870323,1719.06,2564.6,1999.65,1898.59,8181.9
Pennsylvania,7,300220,1332.82,1572.29,1550.47,1031.02,5486.6
Pennsylvania,8,851762,386.98,266.11,739.68,678.54,2071.31
Pennsylvania,9,300660,376.26,529.59,610.53,664.48,2180.86
Pennsylvania,10,901819,496.89,597.34,668.48,627.4,2390.11
Pennsylvania,11,300439,313.37,257.19,234.54,557.93,1363.03
Pennsylvania,12,180100,347.13,460.53,439.37,531.41,1778.44
Pennsylvania,13,870324,388.28,754.1,658.99,530.8,2332.17
Pennsylvania,14,620462,662.62,610,664.41,525.82,2462.85
Pennsylvania,15,850440,486.95,414.82,513.66,507.54,1922.97
Pennsylvania,16,847150,177.7,256.62,331.75,446.88,1212.95
Pennsylvania,17,901890,634.75,661.87,555.77,387.22,2239.61
Pennsylvania,18,640399,608.65,521.79,500.34,384.13,2014.91
Pennsylvania,19,720712,318.53,1013.11,391.16,378.59,2101.39
Pennsylvania,20,401110,275.13,342.92,328.22,335.34,1281.61
Pennsylvania,21,392690,292.43,300.26,323.42,321.04,1237.15
Pennsylvania,22,841810,255.85,265.32,289.7,314.6,1125.47
Pennsylvania,23,300432,809.06,624.62,561.82,314.13,2309.63
Pennsylvania,24,842952,398.89,420.92,351.42,298.91,1470.14
Pennsylvania,25,851770,114.22,140.82,262.31,297.68,815.03
Puerto Rico,0,0,24163.83,23429.11,19595.35,21196.71,88385
Puerto Rico,0,25,18899.75,18653.55,15249.35,17072.93,69875.58
Puerto Rico,1,293500,2517.11,3061.25,3796.48,3488.13,12862.97
Puerto Rico,2,293379,1656.62,2789.07,1227.76,2950.57,8624.02
Puerto Rico,3,293499,1685.46,1872.14,1584.69,1401.14,6543.43
Puerto Rico,4,271012,2808.94,2558.61,1557.48,1305.54,8230.57
Puerto Rico,5,271019,2564.3,2507.34,1710.1,1092.84,7874.58
Puerto Rico,6,300210,8.38,26.52,68.57,1081.87,1185.34
Puerto Rico,7,293399,3172.3,1639.21,1636.25,1076.84,7524.6
Puerto Rico,8,292249,682.25,727.19,618.15,823.04,2850.63
Puerto Rico,9,292219,581.84,517.35,650.92,531.04,2281.15
Puerto Rico,10,870323,473.75,283.73,322.14,408.87,1488.49
Puerto Rico,11,300490,494.72,587.57,395.97,375.3,1853.56
Puerto Rico,12,271111,555.88,640.45,411.16,357.13,1964.62
Puerto Rico,13,293359,152.04,354.41,199.76,334.87,1041.08
Puerto Rico,14,293410,11.16,14.23,12.32,264.34,302.05
Puerto Rico,15,853620,64.21,103.93,94.6,258.55,521.29
Puerto Rico,16,330210,201.23,220.58,255.22,244.96,921.99
Puerto Rico,17,901890,131.14,160.87,150.42,173.18,615.61
Puerto Rico,18,270119,140.84,205.67,152.23,164.04,662.78
Puerto Rico,19,300390,660.24,23.04,87.1,160.06,930.44
Puerto Rico,20,870322,139.23,151.05,88.16,122.78,501.22
Puerto Rico,21,293339,44.61,18.59,75.85,118.63,257.68
Puerto Rico,22,901819,75.85,84.65,89.43,95.77,345.7
Puerto Rico,23,710691,0,0,3.38,95.4,98.78
Puerto Rico,24,293790,0,0,0.02,80.97,80.99
Puerto Rico,25,271112,77.66,106.13,61.17,67.07,312.03
Rhode Island,0,0,9567.98,8357.04,8237.35,8748.39,34910.76
Rhode Island,0,25,6883.84,5848.99,5841.45,6813.81,25388.09
Rhode Island,1,870323,1945.59,1993.75,2739.39,3554.3,10233.03
Rhode Island,2,870324,1827.83,960.32,994.97,1050.15,4833.27
Rhode Island,3,271012,1835.68,1816.57,988.82,702.62,5343.69
Rhode Island,4,950300,282.86,142.48,177.37,222.71,825.42
Rhode Island,5,870322,0,2.43,8.4,221.87,232.7
Rhode Island,6,901839,113.54,122.81,122.4,167.44,526.19
Rhode Island,7,902139,16.15,15.63,10.06,105.53,147.37
Rhode Island,8,711790,133.33,116.48,106.87,101,457.68
Rhode Island,9,711719,121,117.05,114.78,88.17,441
Rhode Island,10,900410,78.83,71.97,67.73,77.35,295.88
Rhode Island,11,900490,70.57,67.06,75.03,67.33,279.99
Rhode Island,12,901890,34.77,50.66,71.5,51.62,208.55
Rhode Island,13,711311,59.24,59.96,45.03,43.4,207.63
Rhode Island,14,30749,23.74,23.62,32.65,39.42,119.43
Rhode Island,15,711620,21.52,17.04,24.5,39.29,102.35
Rhode Island,16,701810,61.27,46.78,36.22,35.07,179.34
Rhode Island,17,842139,29.03,30.74,26.68,31.11,117.56
Rhode Island,18,950490,38.64,20.46,24.93,29.52,113.55
Rhode Island,19,711319,20.57,22.28,31.2,28.71,102.76
Rhode Island,20,950510,29.05,28.09,32.19,28.59,117.92
Rhode Island,21,392690,37.01,31.44,32.61,26.81,127.87
Rhode Island,22,711299,49.57,34.65,28.22,26.27,138.71
Rhode Island,23,850300,0.2,0.3,0.43,26.05,26.98
Rhode Island,24,291736,33.55,31.26,24.76,25.47,115.04
Rhode Island,25,903190,20.31,25.18,24.69,24.02,94.2
South Carolina,0,0,32899.4,37804.58,39032.06,36107.34,145843.38
South Carolina,0,25,9967.23,12067.24,12932.71,11703.29,46670.47
South Carolina,1,284420,1063.32,1247.27,900.94,1180.26,4391.79
South Carolina,2,880330,1393.47,2062.45,2329.63,902.39,6687.94
South Carolina,3,401110,992.31,745.38,683.03,857.71,3278.43
South Carolina,4,870840,649.78,838.21,820.16,851.85,3160
South Carolina,5,840734,1029.03,997.5,1024.76,829.09,3880.38
South Carolina,6,840820,249.63,454.24,561.08,620.16,1885.11
South Carolina,7,870829,518.52,552.58,588.79,490.58,2150.47
South Carolina,8,853710,323.06,295.2,296.25,459.23,1373.74
South Carolina,9,870899,497.72,589.03,499.32,439.67,2025.74
South Carolina,10,401120,263.94,290.81,336.36,438.93,1330.04
South Carolina,11,852691,129.05,425.38,263.09,427.35,1244.87
South Carolina,12,846729,361.91,389.22,346.01,408.56,1505.7
South Carolina,13,870850,181.19,154.9,386.33,370.51,1092.93
South Carolina,14,841199,154.19,227.18,283.63,361.54,1026.54
South Carolina,15,848180,384.3,394.03,367.57,358.08,1503.98
South Carolina,16,870894,178.8,346.25,394.18,331.87,1251.1
South Carolina,17,90111,287.34,310.15,354.56,322.72,1274.77
South Carolina,18,870790,252.58,287.74,377.23,321.7,1239.25
South Carolina,19,854430,232.22,363.18,367.44,301.77,1264.61
South Carolina,20,940190,135.2,183.85,239.13,255.75,813.93
South Carolina,21,640411,98.49,114.81,151.92,249.82,615.04
South Carolina,22,841112,110.46,28.89,479.1,236.79,855.24
South Carolina,23,841330,238.32,237.51,250.13,230.27,956.23
South Carolina,24,848120,81.89,218.73,295.54,228.68,824.84
South Carolina,25,870323,160.52,312.75,336.56,228,1037.83
South Dakota,0,0,998.62,1042.51,1140.36,1031.07,4212.56
South Dakota,0,25,433.16,520.57,500.46,487.24,1941.43
South Dakota,1,160250,109.67,140,157.24,166.25,573.16
South Dakota,2,847130,20.18,18.51,17.27,40.8,96.76
South Dakota,3,440710,28.24,29.44,23.27,24.01,104.96
South Dakota,4,271112,10.49,21.91,18.28,20.14,70.82
South Dakota,5,854140,8.58,16.54,14.96,19.16,59.24
South Dakota,6,390190,26.46,14.11,11.45,16.78,68.8
South Dakota,7,310420,20.3,17.29,23.13,15.74,76.46
South Dakota,8,20130,15.38,21.72,25.5,13.8,76.4
South Dakota,9,842519,14.43,15.33,14.88,13.78,58.42
South Dakota,10,840890,11.07,24.84,18.73,13.73,68.37
South Dakota,11,10391,5.97,11.61,9.5,13.08,40.16
South Dakota,12,830241,8.91,7.52,10.84,12.52,39.79
South Dakota,13,850440,13.11,20.26,13.65,12.22,59.24
South Dakota,14,870422,13.63,18.15,15.81,11.69,59.28
South Dakota,15,853400,9.74,10.88,12.97,10.26,43.85
South Dakota,16,870423,3.86,11.55,7.45,10.08,32.94
South Dakota,17,10229,21.98,46.26,21.32,9.93,99.49
South Dakota,18,310280,3.45,10.47,18.12,9.74,41.78
South Dakota,19,854460,1.75,3.67,6.67,9.31,21.4
South Dakota,20,940161,7.88,8.21,9.16,8.76,34.01
South Dakota,21,843390,18.18,12.21,9.06,8.62,48.07
South Dakota,22,481092,9.43,8.56,8.3,7.27,33.56
South Dakota,23,841350,4.29,5.17,6.04,6.85,22.35
South Dakota,24,310210,35.58,15.44,15.24,6.37,72.63
South Dakota,25,870120,10.59,10.92,11.62,6.36,39.49
Tennessee,0,0,64983.47,69809.68,76979.53,75285.04,287057.72
Tennessee,0,25,28778.98,32069.98,38441.89,38450.92,137741.77
Tennessee,1,300490,3908.51,4372.56,6441.45,7950.55,22673.07
Tennessee,2,847130,6549.22,7743.49,7888.08,6158.49,28339.28
Tennessee,3,851712,3849.3,4121.29,4637.57,3954.42,16562.58
Tennessee,4,870323,1449.43,870.82,1364.98,2664.92,6350.15
Tennessee,5,300220,733.22,1248.48,3375.68,2506.27,7863.65
Tennessee,6,851762,1065.78,1825.02,2132.55,2414.58,7437.93
Tennessee,7,870324,2704.61,1832.64,1671.93,1280.71,7489.89
Tennessee,8,300210,583.87,992.72,948.48,1112.74,3637.81
Tennessee,9,870840,1045.1,1159.77,1117.78,1066.93,4389.58
Tennessee,10,300439,750.38,722.93,1055.75,1025.39,3554.45
Tennessee,11,840991,970.38,984.99,1027.02,961.34,3943.73
Tennessee,12,847150,338.32,663.01,1082.71,856.43,2940.47
Tennessee,13,870899,542.07,611.93,699.54,675.69,2529.23
Tennessee,14,640411,149.19,237.73,485.55,579.05,1451.52
Tennessee,15,852859,75.58,258.13,203.88,552.66,1090.25
Tennessee,16,870829,482.92,600.21,634.91,536.15,2254.19
Tennessee,17,940190,405.67,458.24,522.93,525.28,1912.12
Tennessee,18,300420,357.63,232.39,269.73,523.02,1382.77
Tennessee,19,854430,436.91,565.43,538.54,504.64,2045.52
Tennessee,20,300432,49.65,78.72,182.79,501.37,812.53
Tennessee,21,844399,508.67,476.4,464.23,446.55,1895.85
Tennessee,22,848180,542.41,521.26,491.99,439.89,1995.55
Tennessee,23,854231,278.47,336.6,356.97,407.84,1379.88
Tennessee,24,401110,381.4,423.57,435.51,407.52,1648
Tennessee,25,847149,620.29,731.63,411.31,398.48,2161.71
Texas,0,0,311712.67,302865.68,252111.07,229294.26,1095983.68
Texas,0,25,177576.25,159695.56,115642.35,108051.76,560965.92
Texas,1,270900,88226.43,76088.02,34067.27,27584.88,225966.6
Texas,2,851762,7894.83,8257.41,11558.45,17444.12,45154.81
Texas,3,847150,10323.39,9190.17,11369.22,11964.7,42847.48
Texas,4,851712,16695.22,15260.56,12695.37,8485.25,53136.4
Texas,5,271019,16389.15,13472.23,8829.14,5652.52,44343.04
Texas,6,854430,3168.17,3674.74,3777.73,3960.44,14581.08
Texas,7,870323,3322.69,2861.16,3289.1,3650.83,13123.78
Texas,8,854231,5513.91,3884.41,2559.71,3308.12,15266.15
Texas,9,852872,2856.7,3353.28,2818.02,2530.84,11558.84
Texas,10,940190,1711.63,1730.54,1927.52,2085.53,7455.22
Texas,11,851770,2481.41,2020.71,1580.74,1761.94,7844.8
Texas,12,847330,2671.23,2295.56,1834.2,1755.78,8556.77
Texas,13,853710,1601.38,1658.46,1666.18,1725,6651.02
Texas,14,880240,1026.23,1914.4,2209.71,1615.24,6765.58
Texas,15,870120,1503.73,1642.07,2158.11,1583.51,6887.42
Texas,16,848180,1424.66,1655.06,1625.55,1434.01,6139.28
Texas,17,271012,2391.81,1692.65,1681.48,1425.62,7191.56
Texas,18,847170,2034.57,1525.99,1417.31,1336.43,6314.3
Texas,19,870895,763.82,1073.26,1317.32,1323.69,4478.09
Texas,20,300290,190.14,254.4,664.11,1288.75,2397.4
Texas,21,880330,784.48,822.51,896.12,1282.9,3786.01
Texas,22,870829,1317.1,1671.22,1828.23,1256.99,6073.54
Texas,23,850440,1170.85,1275.39,1268.16,1209.48,4923.88
Texas,24,841810,1084.37,1256,1395.77,1207.35,4943.49
Texas,25,950300,1028.36,1165.37,1207.84,1177.83,4579.4
Utah,0,0,10638.67,11131.87,12101.45,12989.24,46861.23
Utah,0,25,6052.23,6008.27,6372.26,7627.41,26060.17
Utah,1,710812,3537.27,2942.28,2733.73,3476.93,12690.21
Utah,2,880240,161.52,594.63,795.93,1093.19,2645.27
Utah,3,710813,81.63,337.34,328.52,432.89,1180.38
Utah,4,710691,848.06,497.89,363.4,429.25,2138.6
Utah,5,870895,273.93,264.54,418.29,338.64,1295.4
Utah,6,870120,113.38,228.41,349.48,270.43,961.7
Utah,7,880230,45.55,71.27,164.29,194.91,476.02
Utah,8,10229,202,243.28,154.14,162.62,762.04
Utah,9,871200,154.18,144.42,213.12,157.86,669.58
Utah,10,854140,16.61,8.55,15.49,113.49,154.14
Utah,11,901839,23.77,10.48,52.67,92.76,179.68
Utah,12,841191,11.61,40.95,33.78,75.48,161.82
Utah,13,870431,0.73,30.02,56.12,73.73,160.6
Utah,14,851762,39.7,43.3,64.16,67.66,214.82
Utah,15,760110,3.47,0.55,0.23,67.13,71.38
Utah,16,420292,31.84,37.81,56.53,65.64,191.82
Utah,17,330129,9.65,37.19,38.77,63.28,148.89
Utah,18,901890,69.63,79.03,52.17,62.5,263.33
Utah,19,940161,54.94,54.97,59.71,60.86,230.48
Utah,20,441012,70.22,51.01,56.33,60.36,237.92
Utah,21,760120,0.15,0.11,0.2,57.4,57.86
Utah,22,870894,136.11,119.36,193.79,56.45,505.71
Utah,23,180690,65.21,69.74,68.26,52.68,255.89
Utah,24,950699,55.34,58.64,57.56,51.43,222.97
Utah,25,940360,45.74,42.5,45.58,49.86,183.68
Virginia,0,0,22383.13,24317.64,25064.55,25872.7,97638.02
Virginia,0,25,6178.03,7152.49,7850.04,8150.79,29331.35
Virginia,1,844399,2234.49,2274.4,2191.82,1849.81,8550.52
Virginia,2,870323,379.89,248.25,512.04,993.95,2134.13
Virginia,3,870324,480.44,896.82,921.29,826.12,3124.67
Virginia,4,950300,337.54,375.64,478.17,608.47,1799.82
Virginia,5,851762,381.63,529.26,600.08,489.13,2000.1
Virginia,6,90111,286.24,353.48,307.06,292.61,1239.39
Virginia,7,611020,108.94,204.2,236.21,238,787.35
Virginia,8,847150,105.26,215.01,357.29,234.11,911.67
Virginia,9,880330,94.92,118.55,201.63,232.61,647.71
Virginia,10,940360,181.34,205.1,204.47,206.48,797.39
Virginia,11,80132,207.12,181.33,209.15,195.72,793.32
Virginia,12,300490,21.88,55.29,13.32,187.37,277.86
Virginia,13,852691,43.63,155.95,183.94,179.34,562.86
Virginia,14,840991,168.36,197.19,190.98,154.48,711.01
Virginia,15,854140,6.25,66.75,260.83,150.13,483.96
Virginia,16,300220,65.34,119.93,197.76,147.83,530.86
Virginia,17,630260,151.35,143.43,130.99,135.31,561.08
Virginia,18,620462,126.96,17.87,16.78,133.13,294.74
Virginia,19,950510,73.81,79.9,98.4,132,384.11
Virginia,20,611030,20.36,52.97,88.07,131.88,293.28
Virginia,21,940320,73.22,85.83,105.46,129.78,394.29
Virginia,22,271012,302.1,189.83,66.27,129.23,687.43
Virginia,23,240110,124.74,135.42,93.93,125.23,479.32
Virginia,24,980800,45.02,88.49,55.55,125.01,314.07
Virginia,25,841199,157.19,161.63,128.56,123.08,570.46
Virgin Islands,0,0,461.51,687.34,130.86,591.38,1871.09
Virgin Islands,0,25,434.19,637.7,86.34,559.93,1718.16
Virgin Islands,1,271019,239.26,402.63,15.12,244.96,901.97
Virgin Islands,2,270900,0,16.14,0,141.23,157.37
Virgin Islands,3,271012,100.15,109.73,0,100.61,310.49
Virgin Islands,4,711319,6.09,3.7,8.15,14.56,32.5
Virgin Islands,5,271129,33.16,43.8,8.87,7.6,93.43
Virgin Islands,6,220300,6.89,7.48,8.07,7.44,29.88
Virgin Islands,7,170390,7.68,6.43,3.81,7.23,25.15
Virgin Islands,8,950300,0.01,0.02,0.04,5.95,6.02
Virgin Islands,9,170310,4.65,9.75,3.08,4.84,22.32
Virgin Islands,10,220890,2.25,3.14,1.52,3.11,10.02
Virgin Islands,11,851762,0.66,0.84,1.92,2.69,6.11
Virgin Islands,12,220860,1.56,1.52,1.45,2.49,7.02
Virgin Islands,13,910221,8.38,9.85,9.83,2.16,30.22
Virgin Islands,14,220830,2.49,2.01,1.34,1.8,7.64
Virgin Islands,15,711620,10.68,10.15,8.54,1.75,31.12
Virgin Islands,16,710239,3.11,3.35,6.72,1.7,14.88
Virgin Islands,17,220421,1.96,1.98,2.44,1.66,8.04
Virgin Islands,18,841199,0,0,0.17,1.6,1.77
Virgin Islands,19,220210,1.07,0.93,1.1,1.21,4.31
Virgin Islands,20,401110,1.03,1.02,0.83,1.04,3.92
Virgin Islands,21,851810,0,0,0,0.94,0.94
Virgin Islands,22,711311,0.28,0.35,0.43,0.9,1.96
Virgin Islands,23,220870,1.34,1.34,0.99,0.88,4.55
Virgin Islands,24,220410,0.91,0.8,0.93,0.85,3.49
Virgin Islands,25,220840,0.56,0.72,1.02,0.73,3.03
Vermont,0,0,4949.23,4764.55,4062.88,3704.33,17480.99
Vermont,0,25,3191.01,3325.86,2700.47,2327.9,11545.24
Vermont,1,854231,639.87,858.82,608.55,491.7,2598.94
Vermont,2,271600,598.81,715.74,651.41,488.12,2454.08
Vermont,3,180620,175.81,184.43,195.53,266.01,821.78
Vermont,4,854239,358.31,240.72,246.46,196.42,1041.91
Vermont,5,271019,307.5,303.02,174.05,115.44,900.01
Vermont,6,271012,170.74,160.31,99.35,90.47,520.87
Vermont,7,440710,58.22,52.25,47.97,59.27,217.71
Vermont,8,271121,94.99,120.1,72.68,54.25,342.02
Vermont,9,620331,69.22,46.47,62.16,50.43,228.28
Vermont,10,620311,55.94,48.27,48.97,44.94,198.12
Vermont,11,853400,2.22,6.06,18.85,42.48,69.61
Vermont,12,848180,46.7,63.39,54.7,40.35,205.14
Vermont,13,271112,65.4,72.24,44.33,33.18,215.15
Vermont,14,401110,38.19,43.39,46.03,33.01,160.62
Vermont,15,620333,19.3,16.05,21.99,32.99,90.33
Vermont,16,30431,28.54,29.06,19.67,32.65,109.92
Vermont,17,210690,31.17,25.48,30.16,32.52,119.33
Vermont,18,841191,27.78,16.19,12.16,30.87,87
Vermont,19,100590,32.49,29.11,26.72,30.54,118.86
Vermont,20,870894,24.85,30.48,31.16,29.76,116.25
Vermont,21,170220,36.57,33.89,32.31,27.98,130.75
Vermont,22,620341,36.78,33.45,36.77,27.89,134.89
Vermont,23,847330,231.96,150.87,73.26,27.67,483.76
Vermont,24,230641,27.4,30.59,27.06,26.21,111.26
Vermont,25,950691,12.24,15.5,18.2,22.75,68.69
Washington,0,0,49899.97,52522.33,51135.52,46997.33,200555.15
Washington,0,25,27430.44,28854.64,24080.41,20930.48,101295.97
Washington,1,870323,2169.95,2400.83,2358.36,3715.78,10644.92
Washington,2,270900,7699.33,6895.5,3924.49,3058.57,21577.89
Washington,3,880330,5152.07,5654.52,5313.74,2403.98,18524.31
Washington,4,271121,2642.36,3478.07,2207.77,2012.13,10340.33
Washington,5,851762,563.68,636.89,492.29,1148.65,2841.51
Washington,6,852560,61.18,108.03,666.38,804.28,1639.87
Washington,7,440710,326.78,419.11,450.94,661.94,1858.77
Washington,8,950300,313.02,400.23,582.09,597.69,1893.03
Washington,9,880320,568.33,630.93,646.08,542.87,2388.21
Washington,10,841112,2088.51,2688.45,1826.02,510.58,7113.56
Washington,11,870324,246.78,316.5,512.4,505.05,1580.73
Washington,12,852550,72.17,148.98,80.59,471.69,773.43
Washington,13,271019,315.98,427.3,291.28,421.43,1455.99
Washington,14,950450,1724.53,502.67,850.62,421,3498.82
Washington,15,284420,295.48,346.6,304.75,410.2,1357.03
Washington,16,847130,338.59,133.16,301.63,403.49,1176.87
Washington,17,640299,123,117.91,176.01,358.9,775.82
Washington,18,852871,735.4,1272.58,889.71,357.38,3255.07
Washington,19,10229,306.27,445.67,337.12,340.34,1429.4
Washington,20,30614,241.61,251.48,243.33,324.07,1060.49
